"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","17757","should perform Clock In if button is available","","Sat Apr 11 21:17:55 IST 2026","failed","Sat Apr 11 21:18:13 IST 2026","","Clock In","",""
